,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/6/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013,2/22/2013,3/1/2013,3/8/2013,3/15/2013,3/22/2013,3/29/2013,4/5/2013,4/12/2013,4/19/2013,4/26/2013,5/3/2013,5/10/2013,5/17/2013,5/24/2013,5/31/2013,6/7/2013,6/14/2013,6/21/2013,6/28/2013,7/5/2013,7/12/2013,7/19/2013,7/26/2013,8/2/2013,8/9/2013,8/16/2013,8/23/2013,8/30/2013,9/6/2013,9/13/2013,9/20/2013,9/27/2013,10/4/2013,10/11/2013,10/18/2013,10/25/2013,11/1/2013,11/8/2013,11/15/2013,11/22/2013,11/29/2013,12/6/2013,12/13/2013,12/20/2013,12/27/2013,1/3/2014,1/10/2014,1/17/2014,1/24/2014,1/31/2014,2/7/2014,2/14/2014,2/21/2014,2/28/2014,3/7/2014,3/14/2014,3/21/2014,3/28/2014,4/4/2014,4/11/2014,4/18/2014,4/25/2014,5/2/2014,5/9/2014,5/16/2014,5/23/2014,5/30/2014,6/6/2014,6/13/2014,6/20/2014,6/27/2014,7/4/2014,7/11/2014,7/18/2014,7/25/2014,8/1/2014,8/8/2014,8/15/2014,8/22/2014,8/29/2014,9/5/2014,9/12/2014,9/19/2014,9/26/2014,10/3/2014,10/10/2014,10/17/2014,10/24/2014,10/31/2014,11/7/2014,11/14/2014,11/21/2014,11/28/2014,12/5/2014,12/12/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/16/2015,1/23/2015,1/30/2015,2/6/2015,2/13/2015,2/20/2015,2/27/2015,3/6/2015,3/13/2015,3/20/2015,3/27/2015,4/3/2015,4/10/2015,4/17/2015,4/24/2015,5/1/2015,5/8/2015,5/15/2015,5/22/2015,5/29/2015,6/5/2015,6/12/2015,6/19/2015,6/26/2015,7/3/2015,7/10/2015,7/17/2015,7/24/2015,7/31/2015,8/7/2015,8/14/2015,8/21/2015,8/28/2015,9/4/2015,9/11/2015,9/18/2015,9/25/2015,10/2/2015,10/9/2015,10/16/2015,10/23/2015,10/30/2015,11/6/2015,11/13/2015,11/20/2015,11/27/2015,12/4/2015,12/11/2015,12/18/2015,12/25/2015,1/1/2016,1/8/2016,1/15/2016,1/22/2016,1/29/2016,2/5/2016,2/12/2016,2/19/2016,2/26/2016,3/4/2016,3/11/2016,3/18/2016,3/25/2016,4/1/2016,4/8/2016,4/15/2016,4/22/2016,4/29/2016
CERS    US Equity,0.7143,6.0284,-6.689,3.2258,9.7222,1.2658,10.3125,1.4164,-0.2793,4.4818,10.4558,0.7282,-3.1325,-6.2189,-5.5703,9.2697,3.856,-9.6535,0.274,-7.6503,3.2544,-8.3095,0.3125,0.9346,3.3951,-0.8955,7.2289,-1.3764,-9.4275,0.9434,0,-1.8692,4.127,-2.439,-0.3125,4.0752,3.012,1.1696,-1.7341,-1.1765,1.1905,-2.9412,-3.9394,-5.0473,2.6578,-7.767,10.5263,2.5397,-3.096,4.7923,0.6098,-5.6932,-3.6028,2.6667,-1.6234,-0.9901,5.3333,-1.2658,0.9615,1.2698,14.7335,15.5738,5.9102,0,-1.3393,-1.5837,15.1724,-4.1916,10.4167,-9.8113,1.2552,13.2231,-5.8394,-0.3876,-6.2062,-5.6212,-2.1978,-0.6742,-0.4525,11.3636,5.7143,2.5097,9.2279,-1.0345,-6.446,-2.0484,-0.5703,7.457,0.3559,6.2057,5.8431,8.0442,-4.9635,1.8433,2.1116,-5.3176,-7.8003,0.3384,9.7808,2.765,-6.577,-8.8,7.3684,0.9804,7.2816,10.7089,-7.3569,-8.2353,-1.1218,3.5656,16.9014,0.5355,-13.9814,-5.418,-3.437,-4.0678,-14.6643,2.0704,-12.1704,3.9261,-3.7778,-11.3164,1.3021,3.599,4.2184,-0.2381,-0.2387,3.3493,-5.5556,0.4902,3.6585,-3.0588,-5.8252,-6.1856,4.533,-2.4967,1.0782,-1.0667,1.3477,2.1277,7.0313,-2.4331,-4.9875,6.8241,-10.5651,11.2637,2.2222,0.4831,-3.6058,9.9751,-3.4014,6.338,-4.8565,12.993,31.6222,2.0281,-0.3823,-5.6025,-4.2276,-10.1868,0.9452,5.9925,-2.2968,-0.5425,-13.1818,-7.644,-6.576,4.1262,-4.4289,-4.6341,-0.2558,3.3333,18.8586,-7.7244,5.2036,-0.9677,-3.1488,11.6592,8.8353,-0.369,-0.3704,0.5576,-8.6876,2.4291,12.253,-8.6268,4.6243,-7.919,-4.8,-0.6303,2.537,8.0412,8.3969,1.9366,-12.0898,-5.501,-4.158,1.7354,-3.3049,5.1819,12.7883,-3.3457,-2.6923,13.0435,1.049,10.8997,-7.9563,7.1186,0,-7.5949,-8.2192,3.9179,-2.5135,0,-5.8932,4.8924,-5.2239,12.5984,-1.2238,5.3097,-2.8571,3.8062,2.5,7.3171,0.7576,-5.8647
PACB    US Equity,7.1429,20.3333,-1.662,22.8169,10.7798,-7.4534,4.2506,-7.7253,-15.3488,-0.8242,-3.6011,12.931,-12.9771,-6.4327,-8.4375,-6.1433,2.1818,-10.6762,0.3984,-16.2698,23.2227,-17.6923,-8.8785,-3.0769,8.9947,5.3398,3.4562,-10.9131,-3.5,3.6269,-15,6.4706,2.2099,1.6216,4.7872,-1.5228,4.6392,2.4631,-12.0192,0.5464,-17.9348,-19.2053,1.6393,-0.8065,-2.439,-1.6667,22.8814,15.8621,-8.9286,7.8431,-2.4242,3.7267,13.7725,31.0526,20.4819,-12.3333,-4.1825,-14.2857,0.9259,-3.6697,8.5714,3.9474,-4.2194,4.4053,5.0633,-14.4578,7.9812,-5.2174,16.5138,-1.9685,-0.8032,-2.0243,7.438,1.9231,2.6415,-2.5735,-4.9057,0.3968,3.9526,4.943,-0.3623,-3.6364,7.5472,25.2632,0.5602,23.3983,-5.6433,-12.4402,-0.2732,-6.0274,62.9738,-2.5045,-8.4404,6.012,-20.2268,-2.1327,-0.4843,-0.9732,-3.4398,7.3791,3.3175,11.4679,4.9383,1.1765,-5.6202,1.848,31.0484,7.5385,2.7182,-9.4708,0.1538,10.4455,-7.3713,0.1502,-9.7451,-1.9934,-17.9661,-4.5455,-2.5974,-2.4444,-1.8223,11.3689,-11.875,5.2009,5.3933,5.7569,6.25,13.093,8.8926,-5.7011,3.268,-9.019,-8.1739,-10.0379,-7.3684,10.9091,6.1475,0.5792,12.476,-11.2628,1.1538,-4.7529,-1.5968,4.0568,-2.729,8.8176,11.7864,8.0725,-0.6098,4.2945,0.7353,-1.3139,-0.8876,1.6418,10.1322,4.4,-0.2554,-3.201,3.9683,0.2545,2.0305,-15.4229,2.3529,-1.5805,-8.0292,-2.0635,-5.0243,-3.9249,-0.7105,3.3989,2.9412,3.3613,-6.3415,-1.5625,7.4074,-3.1199,-2.7119,-1.7422,6.383,-7,-3.5842,4.2751,-7.3084,1.5385,1.8939,5.0186,0.708,-20.2109,-0.4405,1.7699,10.2174,-7.1006,3.6093,-8.8115,-10.1124,53.25,31.6476,-4.7088,1.6905,-9.2072,3.5211,7.7551,28.5354,2.3576,-4.9904,-2.2222,26.0331,8.5246,-0.8308,-3.9604,1.9033,-0.7393,-16.1897,-13.8447,-4.3431,-8.5131,7.8164,0.2301,-10.1033,6.6411,-1.6766,13.8855,-5.3476,-1.3559,22.795,-9.9813
MCRB    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.965,1.9696,7.555,-13.1621,-0.9162,5.8124,-2.6966,4.0801,1.1341,7.8986,9.9413,-6.0419,-16.1199,-31.8123,13.9579,3.7919,-6.8219,2.8452,6.5115,-4.2762,10.0927,3.8774,3.4144,2.9099,11.7183,-13.8233,-0.9037,-14.3916,-2.3635,-15.1722,8.2395,-6.8697,3.2297,-8.652,4.5666,12.3736,-8.9601,-2.0949,-0.2826,11.5385,12.4501,-3.2924,6.1081,-7.1406
TLGT    US Equity,-3.4783,-0.9009,0.9091,-0.9009,0,0.9091,-0.9009,0.9091,6.3063,-5.0847,1.7857,-1.7544,-2.6786,0.9174,-2.7273,-3.7383,2.9126,0,-0.9434,-6.6667,5.102,-0.9709,-4.8713,3.0596,-1,4.0404,-2.9126,0,-0.25,0.2506,8,6.4815,3.4783,0.8403,4.1667,5.6,-1.5152,3.0769,-7.4627,2.4194,1.5748,-14.7287,7.2727,-3.3898,1.7544,-2.5862,-7.0796,0,-2.8571,2.9412,0,-4.7619,4,1.9231,11.3208,2.5424,-3.3058,-2.5641,-3.5088,3.6364,0.8772,5.2174,13.2231,20.073,3.9514,0.5848,-1.1628,1.7647,6.9364,8.6486,-10.9453,-6.7039,-4.1916,-7.5,-4.7297,-0.7092,-5,7.5188,0,4.8951,-6,8.5106,-3.9216,4.7619,3.8961,30.625,-9.5694,1.5873,1.0417,-5.6701,3.8251,0,7.8947,-4.878,-2.0513,23.0366,1.7021,28.0335,-6.2092,14.6341,-4.2553,-8.5714,1.3889,-1.0274,2.7682,9.7643,17.7914,-3.6458,-4.3243,-6.7797,4.8485,4.0462,15.2778,0.9639,23.389,6.383,-2.7273,2.243,-10.0548,-16.2602,19.1748,1.0183,-4.2339,-1.8947,6.0086,6.6802,3.9848,3.4672,3.351,-14.6758,11.2,-1.0791,2,-5.5258,10,7.3756,-2.2364,-1.9608,14.8333,-0.4354,8.1633,1.752,22.2517,0.6501,-9.2573,5.2195,5.8625,4.4728,-3.6697,-2.8571,2.1786,11.6205,-1.8147,-14.5914,12.9841,-6.8548,-1.8398,2.4256,-2.6911,-0.2212,10.4213,5.1205,0.9551,2.2706,6.568,-21.7882,-9.323,14.0759,-5.9013,-5.0171,-1.2005,9.4775,-0.7769,-41.6107,-3.6398,12.5249,3.5336,10.9215,2.4615,-1.5015,-0.4573,-5.0536,2.0968,5.6872,-0.1495,20.8084,9.0458,-7.6136,-2.214,-7.2956,9.905,-0.2469,7.0545,-0.2312,-14.1367,-5.9379,8.6083,4.8877,-3.2746,-5.3385,13.4801,-7.7576,9.724,0,1.6766,-1.1779,-0.5959,5.1559,1.4823,-17.191,-12.483,12.7132,-1.238,-6.546,-8.7928,-2.2876,4.0134,-2.5723,-18.8119,-6.5041,4.3478,5.2083,2.3762,9.2843,2.6549,-4.8276
NSTG    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,4.4084,4.8889,-2.5424,-7.9348,-14.5218,7.5967,7.1887,-8.3832,-0.6536,46.4474,-3.1447,7.9777,-2.1478,-3.4241,1.3636,-5.8296,-5.2381,7.1357,13.0394,0.9959,-2.9581,12.4471,22.2892,-4.8645,6.0841,4.2099,14.2272,1.4352,-10.1566,2.2497,-5.8306,3.6215,-0.5073,7.0822,5.5556,3.1579,-0.6317,-0.2934,-2.6974,-21.875,7.5484,-1.9796,-0.3672,-20.3317,10.7941,1.8789,1.7077,2.6864,-1.0464,4.8909,-10.2079,4.7018,-9.5845,0.7413,-9.0508,-1.9417,2.1452,-3.0695,-5,-2.2807,1.3465,15.4119,-3.6071,-12.0223,-4.7059,-20.4179,23.9857,0.9625,1.5253,11.6432,2.5231,11.977,9.2308,0.4024,-9.2852,1.3255,5.2326,-4.2818,-0.2165,-7.4476,-2.1094,0.2394,7.5637,-6.2916,-3.0016,-14.4137,13.5109,-3.1852,-0.6061,-7.4042,2.3518,1.8382,6.5884,2.5402,4.6243,3.3149,9.0145,-1.8921,0.2857,5.4131,-0.2703,7.9268,-2.4482,-3.0888,-1.2616,14.3241,-7.6471,-2.4841,1.437,-4.1854,-0.2688,2.8302,0.2621,6.9281,18.7042,-18.0227,-4.8367,2.6403,-0.5145,-5.042,-1.2253,-3.5148,-5.5,7.8609,8.6195,-3.2903,-6.004,3.0518,0,1.3085,-18.6268,19.716,6.8388,-8.8831,-7.2401,-6.9552,4.2359,-0.9562,24.1352,2.3979,1.962,2.7312,-4.1692,-1.8916,2.3136,1.8844,-1.8496
RIGL    US Equity,2.1546,1.2407,1.5931,17.1291,7.93,-10.0191,2.333,5.5959,-4.7105,-7.1061,-6.541,-1.3049,-3.2452,-1.4907,-3.0265,2.3407,1.0165,-2.5157,7.2258,-9.1456,-0.5298,-4.5273,9.205,7.5351,7.1259,3.1042,5.0538,0.2047,2.145,12,-5.2679,-8.8596,-4.0331,6.8966,-6.0484,12.5536,-0.7626,-1.9212,0.2938,-7.2266,-2.6316,-2.7027,-3.1111,-2.4083,-1.2926,-3.8118,3.2202,-0.4796,-1.3253,-20.3907,-0.1534,-2.4578,7.7165,1.462,1.2968,-4.6942,0.597,-2.6706,2.1341,0.597,0,9.4955,-6.2331,1.1561,-2.8571,-33.8235,2.6667,2.381,0.6342,-2.3109,1.7204,0.2114,-0.6329,-1.9108,-22.9437,3.6517,1.626,-10.9333,6.2874,7.6056,-0.5236,-3.1579,12.7717,-0.7229,-15.2913,4.0115,-13.2231,12.381,3.3616,-2.1591,1.9553,-1.3699,-5.8333,3.8348,-5.1136,-9.5808,-4.9669,-3.4843,-3.9711,0,-2.6316,-3.0888,-1.5936,10.9312,11.6788,7.8431,3.0303,-2.9412,-8.1818,0.33,4.2763,8.8328,-0.2899,31.3953,2.4336,-7.7754,-10.3044,-7.3107,-10.1408,0.3135,-2.1875,-0.639,-8.0386,9.0909,0.3205,5.1118,13.6778,6.1497,-0.5038,-7.8481,5.4945,-11.4583,-9.1176,7.4434,-2.4096,-5.5556,-10.7843,-5.1282,0.3861,-8.8462,-5.9072,-2.2422,-9.633,-2.5381,-2.6042,-8.5561,7.0175,8.1967,-10.101,5.0562,10.6952,3.3816,5.1402,0,8.4444,-6.1475,4.3668,-8.3682,-0.9132,-1.3825,-3.271,11.5942,6.9264,3.2389,17.2549,19.0635,1.1236,-4.1667,-3.1884,8.982,7.967,4.0712,19.1932,-7.4872,-17.0732,9.3583,-12.9584,-1.9663,5.4441,-4.3478,-12.7841,6.1889,-6.4417,1.9672,1.6077,-6.962,1.3605,-5.3691,-2.8369,7.2993,1.7007,-0.3344,7.3826,-1.25,-13.2911,-2.1898,2.2388,12.0438,-14.3322,-3.4221,25.1969,-4.0881,-0.3279,8.2237,1.2158,-5.1051,8.8608,-4.9419,-7.3394,-8.5809,2.5271,-4.5775,1.476,-8.7273,-1.5936,-2.4291,-3.7344,4.3103,-3.3058,-12.3932,-4.878,13.8462,11.7117,4.4355,8.1081,1.0714
CLDX    US Equity,20,0.9615,26.3492,12.8141,10.9131,1.8072,-3.9448,-20.9446,-2.0779,3.4483,14.8718,10.7143,2.621,-1.3752,-16.7331,-0.2392,5.036,-7.5342,1.9753,-0.4843,9.4891,-11.3333,8.7719,0,11.9816,6.4815,3.4783,-1.0271,1.8868,-2.4074,-7.7799,-6.1728,1.9737,9.8925,10.3718,3.0142,1.2048,8.5034,-1.2539,2.5397,-8.9783,-4.0816,-3.0142,8.5775,-9.4152,-3.7175,8.4942,5.694,-7.0707,21.3768,-1.0448,0.4525,6.3063,7.6271,-3.937,-0.1366,3.42,1.455,8.2138,12.7711,9.6154,20.078,-2.1104,-7.0481,3.3006,-3.886,7.2776,9.129,3.2233,-6.9145,-3.4345,4.9628,-2.2065,3.0218,13.9617,10.1579,-12.3988,11.0242,36.2588,-4.4194,3.6891,-3.8425,6.4134,-12.1465,6.1741,17.2465,-7.9271,9.5304,0.4624,21.1715,24.3439,-9.6084,-16.3748,-5.2168,-4.4574,-8.2353,13.3952,-3.1579,13.9694,-1.9428,-6.8084,-12.9494,3.5524,-0.1286,4.2508,0.453,16.1132,-4.1667,-5.0111,-1.668,7.2189,16.1148,-7.4144,-13.2101,-8.7539,-7.0009,-21.2361,-5.7817,-12.2104,1.5692,-1.4045,3.3476,-11.8539,4.222,-0.2251,9.8496,3.6277,13.2761,-2.0991,-1.0125,3.7304,-14.6752,-12.6445,5.6031,-4.4952,11.1883,4.372,-3.258,9.3471,-4.4626,-0.3947,-7.1995,2.1352,-3.9024,-8.992,18.4861,4.2367,8.0645,-19.8806,5.5142,47.1045,-2.6404,-9.9112,-1.3136,4.9362,-3.5941,0.932,3.8023,6.2271,12.069,-5.8462,-8.9636,7.5385,1.1445,20.4149,15.0744,1.1909,2.152,-10.5662,-2.7236,8.059,-6.3025,12.4813,-17.8073,4.4462,-0.1161,7.7102,3.8489,-7.655,-4.9512,0.8682,-2.0736,-2.7167,2.2177,7.7139,-8.9519,-3.5231,-8.3652,-24.2817,-17.1971,13.5255,-8.0078,9.3418,0,-21.165,-2.4631,7.7441,9.2969,-5.1465,-9.1183,14.1791,3.3406,13.7737,10.1915,-5.3251,-14.5056,7.4792,6.3144,-4.9697,-18.8138,-12.4902,1.4363,-26.5487,-12.5301,-0.1377,-3.4483,8.8571,7.4803,-57.5092,-7.1839,9.2879,11.898,18.2278,-0.6424,-12.2845,-1.7199
CRIS    US Equity,-6.1966,2.9613,4.8673,9.2827,-3.2819,-4.7904,-3.3543,-2.3861,-2,4.3084,-0.4348,-1.31,6.6372,-1.4523,-5.2632,9.5556,1.0142,-7.0281,6.6955,-9.5142,2.9083,-2.1739,7.1111,-1.4523,8,5.2632,-0.1852,-1.8553,-1.8904,-1.7341,-8.4314,-8.5653,0.2342,-3.271,6.2802,-4.3182,0.4751,1.8913,-3.9443,-1.6908,-2.9484,1.519,-4.4888,-3.9164,-10.8696,-3.6585,6.962,-0.8876,-8.9552,10.4918,9.1988,-7.6087,3.239,-3.992,-3.8576,-3.0864,0.9554,-5.6782,-6.3545,2.5,7.3171,13.3117,-3.7249,2.9762,-5.2023,-4.5732,8.6262,-5.2941,17.3913,-1.0582,10.4278,-0.2421,-7.0388,-1.8277,-7.7128,-1.4409,-0.8772,-5.8997,10.3448,8.5227,-1.8325,4.2667,2.5575,-5.4863,3.1662,10.7417,1.1547,-2.0548,0.4662,-0.464,0.2331,0.4651,-0.6944,6.2937,-5.2632,-9.0278,-30.0254,2.5455,0,13.4752,7.1875,-25.9475,11.0236,-0.3546,4.6263,0,4.7619,-6.1688,-2.0761,1.0601,3.4965,11.8243,-7.855,-2.9508,2.7027,1.6447,-11.0032,-3.6364,-10.566,-3.3755,-6.1135,0,-6.5116,-6.4677,-3.1915,-2.1978,-6.7416,-1.8072,0,2.454,12.5749,-2.6596,-8.7432,7.7844,6.6667,-7.8125,-6.7797,-3.9394,10.4101,-8,0,-5.5901,-7.8947,2.1429,-14.6853,13.9344,-5.036,-0.7576,-0.7634,0,0.7692,12.9771,-6.7568,-14.4928,-0.8475,10.2564,14.7287,-4.7297,-2.8369,21.8978,10.1796,20.6522,45.4955,5.2632,-9.4118,-1.2987,-0.6579,-9.6026,-6.9597,-7.4803,19.1489,-0.3571,6.0932,-11.1486,4.1825,15.3285,-3.7975,10.8553,4.451,-9.6591,-0.6289,-0.3165,0.9524,4.0881,12.5378,-11.4094,-4.8485,-11.465,1.0791,-8.5409,0.7782,-2.7027,4.7619,-2.2727,-13.9535,-12.1622,1.7949,-3.2746,1.5625,4.6154,22.0588,-2.8112,4.1322,9.5238,3.6232,-4.8951,9.9265,-3.01,0.3448,-24.055,-14.9321,-4.2553,-8.8889,-13.4146,1.4085,5.5556,-1.9737,18.1208,-10.2273,-4.4304,-0.6623,8.6667,1.227,20.6061,12.0603,-10.3139
PRTK    US Equity,2.1711,8.5,-7.1429,1.1166,-1.3497,2.9851,4.1063,-0.9281,-6.089,5.985,7.8824,7.3064,6.9106,5.7034,2.7878,-3.762,-15.1818,-9.9678,-2.381,-14.7561,2.5751,-5.9972,-4.1543,-2.6316,-1.5898,0.1616,7.2581,0.1504,-0.7508,-0.6051,-11.8721,-0.8636,-6.6202,14.5522,8.7948,-7.1856,-9.6774,-4.6429,-0.5618,-1.3183,-0.7634,-2.3077,-2.3622,6.8548,-4.5283,-13.0435,6.8182,14.6809,-3.8961,1.7375,-7.9696,-8.6598,24.1535,11.8182,-6.9919,-2.2727,4.2934,4.9743,3.5948,-5.3628,-1.5,-9.4755,2.243,-9.3236,-3.4274,0,-3.9666,-13.2609,1.7544,2.7094,-25.1799,1.2821,-1.8987,-4.5161,2.3649,-3.9604,1.7182,2.027,-4.9669,3.1359,-3.0405,-0.6969,6.3158,-7.5908,-1.4286,1.4493,-3.9286,7.8067,26.8966,1.6304,-12.5668,3.0581,7.7151,-0.2755,2.7624,0.8065,-5.3333,1.4085,0.5556,-0.8287,-1.6713,1.4164,-7.5419,2.719,-0.2941,2.0649,-1.1561,-1.7544,-1.1905,0.6024,-1.1976,0.9091,-0.6006,0,-4.8338,-1.9048,-3.5599,-1.0067,0.339,0.6757,-2.0134,1.0274,-0.678,5.4608,4.2071,-0.9317,-37.3041,3.5,-0.9662,-4.878,14.359,-3.139,1.3889,4.5662,-2.1834,-1.7857,0.4545,0.4525,-0.9009,-3.1818,2.3474,-3.211,-4.2654,-3.4653,3.0769,-3.9801,-9.3329,814.351,18.75,2.5263,1.1294,-3.2995,-9.4488,68.4058,31.1532,-2.9659,-6.5729,-11.6966,-4.7213,-18.1349,3.8251,-1.8623,11.1799,16.5121,-6.9108,7.9028,-6.8802,4.9711,-0.5838,2.8711,-4.9477,-5.3053,1.7266,-11.6384,4.116,3.5015,11.4223,-2.7098,3.3221,-8.899,-4.4207,-2.4991,-2.6779,5.4638,1.0063,-6.7897,-0.3959,-7.1542,4.7945,-4.4118,13.8889,-7.0169,-5.8515,19.6314,-18.3805,-11.194,3.8062,9.381,-5.9643,-19.6296,5.5876,-14.4572,18.2398,6.3646,-0.4564,-15.1808,1.5015,6.9231,4.9806,-9.805,-7.481,4.3588,-11.5012,-9.0287,-2.1805,6.9178,11.5025,0.7737,3.5829,-2.2236,-7.5174,3.5519,-0.3298,-0.3971,-0.8638,-8.7131
MACK    US Equity,,,,,,,,,,,,,,-2.1002,14.5215,22.0461,-14.2857,2.7548,-1.4745,-0.6803,-6.1644,-9.3431,18.3575,0,-4.7619,4,0.4121,2.4624,5.0734,5.7179,-7.3317,-4.2802,5.5556,-3.5302,5.9215,1.8844,3.3292,24.463,-10.0671,-10.3412,-11.0583,-7.3529,-10.5339,3.5222,12.1779,-4.8611,2.0438,2.1459,-13.1653,5.8065,-6.7073,-2.7778,4.0357,-0.4867,1.9481,-2.707,3.2733,0.4754,1.8927,-2.1672,-0.3165,3.1746,-7.2308,0.8292,0.3289,0.8197,-1.1382,-5.7566,-7.6789,-17.0132,15.4897,8.8757,-5.7971,6.3462,-3.6166,12.0075,1.5075,11.2211,3.8576,-27.4286,-4.9213,0,-1.0352,-8.7866,-23.3945,1.9461,-0.7342,17.4556,-2.5189,-1.292,3.9267,0,-9.068,-3.0471,-3.4286,-27.8107,1.2295,1.2146,23.6,27.5081,19.797,-3.8136,10.4626,2.8913,10.0775,6.162,1.6584,-0.8157,-13.6513,-8.7619,1.6701,-0.8214,3.1056,9.0361,3.7753,-5.5901,-4.8872,-4.1502,-2.4742,-4.4397,-1.1062,43.8479,3.888,1.7964,10.5882,3.3245,-1.287,-0.3911,-8.377,4.5714,1.9126,-8.8472,-11.3235,-5.3068,1.2259,12.9758,7.8101,-6.392,5.9181,-5.4441,10.1515,0.2751,10.8368,7.0545,-8.9017,7.1066,10.9597,-2.0822,-5.1254,-2.5287,6.4858,1.4396,5.786,9.8039,3.7594,1.3587,2.1448,2.6247,-7.3316,-11.7755,-1.6684,-5.9385,15.2198,7.7299,-2.634,15.4851,-4.7658,-0.2545,-1.2755,3.9621,0.8285,7.5185,2.5602,-11.1773,-4.3624,11.0526,-0.7899,-6.051,-1.0169,-6.5068,9.7985,4.5872,-4.5056,0.8768,-8.2781,-10.8303,2.2267,-5.7426,10.9244,-9.0909,9.375,-5.9048,6.0729,0.8588,-14.948,2.4472,4.2345,2.1875,-1.4271,-3.4126,6.7452,-8.5256,-9.5395,13.3333,-4.492,-10.1904,-0.8728,3.2704,-3.7759,-16.7089,-6.383,6.3312,-5.8015,-2.107,-8.4437,3.4358,-2.7972,20.8633,15.7738,0.8997,3.8217,6.2577,-0.1155,-7.8613,-5.0188,-6.4729
ADMS    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0769,20.5995,27.5335,-3.8981,-2.4441,-1.4392,-3.4613,5.4902,-0.5842,2.6175,-7.8084,1.4681,-6.956,4.7847,-4.9658,-3.3634,-3.2318,12.0745,2.1777,5.1038,-4.429,1.1725,-2.3179,-4.2938,14.4038,-25.129,0.2068,1.3067,3.3944,-1.0506,-1.5926,0,-0.944,-5.2417,0.3592,3.4359,17.7163,2.8219,-3.6021,2.669,-1.7331,-1.0582,-0.9507,1.8596,1.7668,0,-2.4306,3.2622,3.0442,-2.4526,1.2,1.2987,-0.8919,-0.4499,-4.5763,3.7892,1.7684,-2.2982,3.2129,7.5598,0.5168,37.018,-2.3265,1.6904,3.5512,8.7194,-10.0671,-7.6119,-3.9984,-6.8153,-9.3905,2.6906,-7.8117,4.8947,6.0211,-15.9962,-6.1408,-6.0024,-4.917,-5.1041,4.4586,11.2466,-4.1413,3.3037,0.123,0.7985,-9.5064,-0.404,102.5693,-5.474,-13.5593,2.165,-11.1955,-22.8276,-11.0268,-6.1639,4.3326,-11.5874,3.4848,4.4656,-11.4226,12.1044,10.4446,9.2652,5.614,4.2636,-10.3558
OTIC    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2346,15.7467,-5.6727,3.14,21.0526,13.2992,-9.7442,-9.4623,3.2689,15.6041,1.6197,-8.5769,-3.0303,-0.0856,2.8706,18.6172,28.9326,-0.6264,-7.6185,2.3435,-3.6232,4.1504,-4.909,-11.3271,7.9452,-1.2056,6.9685,11.3179,-2.0227,8.3402,-6.2246,-7.2609,2.5124,1.9094,-10.906,-0.1883,-12.2327,7.2375,5.5463,-21.3042,-1.3677,0.2447,-3.7429,-6.5089,-2.8933,2.8399,8.4654,6.803,4.1813,-3.3383,-15.3279,3.758,2.606,1.1623,-5.9574,10.6335,6.135,-17.1484,-12.7442,2.0789,16.2402,-2.8751,0.0925,6.0536,28.2353,-4.2813,2.2364,-6.9097,1.9023,7.3572,-4.8415,-0.5733,-27.3514,-15.3274,-1.5231,-11.2433,-7.5067,3.8406,2.4424,-6.6076,16.7761,0.9994,-8.287,-8.6986,19.2024,-0.062,7.3776,-1.963,-16.0188
